danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.789,0.624,4,-7.425,1,0.137,0.0161,3.35e-05,0.307,0.56,147.99,audio_features,67co9ZN8NRGnB7tiaF8yen,spotify:track:67co9ZN8NRGnB7tiaF8yen,https://api.spotify.com/v1/tracks/67co9ZN8NRGnB7tiaF8yen,https://api.spotify.com/v1/audio-analysis/67co9ZN8NRGnB7tiaF8yen,166217,4
0.862,0.685,9,-6.281,1,0.352,0.384,0.000146,0.0909,0.43,161.085,audio_features,5mwQ8wQElaMO1joDd5vtwd,spotify:track:5mwQ8wQElaMO1joDd5vtwd,https://api.spotify.com/v1/tracks/5mwQ8wQElaMO1joDd5vtwd,https://api.spotify.com/v1/audio-analysis/5mwQ8wQElaMO1joDd5vtwd,202919,4
0.835,0.783,2,-6.854,1,0.092,0.00893,0.0,0.157,0.65,137.969,audio_features,7LLJoOUTcfaZDrFTZgmtE3,spotify:track:7LLJoOUTcfaZDrFTZgmtE3,https://api.spotify.com/v1/tracks/7LLJoOUTcfaZDrFTZgmtE3,https://api.spotify.com/v1/audio-analysis/7LLJoOUTcfaZDrFTZgmtE3,144348,4
0.808,0.593,5,-5.063,0,0.247,0.134,0.0,0.124,0.239,88.057,audio_features,5rsH1ezDwyf4o8JJguPgRc,spotify:track:5rsH1ezDwyf4o8JJguPgRc,https://api.spotify.com/v1/tracks/5rsH1ezDwyf4o8JJguPgRc,https://api.spotify.com/v1/audio-analysis/5rsH1ezDwyf4o8JJguPgRc,142456,4
0.562,0.637,2,-9.655,1,0.386,0.0767,0.0,0.616,0.645,111.814,audio_features,4GDhJN2w2fLMovXBvjWywV,spotify:track:4GDhJN2w2fLMovXBvjWywV,https://api.spotify.com/v1/tracks/4GDhJN2w2fLMovXBvjWywV,https://api.spotify.com/v1/audio-analysis/4GDhJN2w2fLMovXBvjWywV,200229,5
0.863,0.491,1,-8.51,1,0.259,0.152,0.0,0.133,0.37,132.968,audio_features,5W8U3zV3xjeZL0gjKapWxZ,spotify:track:5W8U3zV3xjeZL0gjKapWxZ,https://api.spotify.com/v1/tracks/5W8U3zV3xjeZL0gjKapWxZ,https://api.spotify.com/v1/audio-analysis/5W8U3zV3xjeZL0gjKapWxZ,173793,4
0.703,0.594,7,-6.996,1,0.268,0.0158,1.93e-05,0.0802,0.451,123.234,audio_features,6J4khM5qxAUjCsxoURWem1,spotify:track:6J4khM5qxAUjCsxoURWem1,https://api.spotify.com/v1/tracks/6J4khM5qxAUjCsxoURWem1,https://api.spotify.com/v1/audio-analysis/6J4khM5qxAUjCsxoURWem1,157613,5
0.827,0.64,8,-6.471,1,0.245,0.211,0.0,0.106,0.521,150.043,audio_features,0s12zeNh080RjPnV8gWngY,spotify:track:0s12zeNh080RjPnV8gWngY,https://api.spotify.com/v1/tracks/0s12zeNh080RjPnV8gWngY,https://api.spotify.com/v1/audio-analysis/0s12zeNh080RjPnV8gWngY,233833,4
0.785,0.548,2,-8.254,1,0.283,0.0778,0.0,0.368,0.375,107.844,audio_features,4cxKwt0mdy35povvGlyirE,spotify:track:4cxKwt0mdy35povvGlyirE,https://api.spotify.com/v1/tracks/4cxKwt0mdy35povvGlyirE,https://api.spotify.com/v1/audio-analysis/4cxKwt0mdy35povvGlyirE,144483,4
0.788,0.673,8,-8.203,0,0.0502,0.0044,0.0226,0.108,0.419,120.972,audio_features,5FY4uYtImpQporoncKhclK,spotify:track:5FY4uYtImpQporoncKhclK,https://api.spotify.com/v1/tracks/5FY4uYtImpQporoncKhclK,https://api.spotify.com/v1/audio-analysis/5FY4uYtImpQporoncKhclK,214185,4
